Lien d'une DB de musiques (khinsider),,,,,,,,,Votants,,,,,,,,,,,,,,,,,,,,,,,
"Hésitez pas à rajouter des musiques, et à noter celles déjà dans le gsheet",,,,,,,,,"(1 si vous êtes cap de la reconnaître en blindtest, 0 sinon)",,,,,,,,,,,,,,,,,,,,,,,
"Mettez en priorité les liens de la page web, les liens de l'audio deviennent rapidemment obsolètes mais on peut les récupérer grâce à la page web",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Licence, nb: 315","Jeu, nb: 541","OST, nb: 1294",Noms Valides pr trouver séparé les noms par /,"Lien page web, nb: 192",,Lien audio,Nb de vote,Vote moyenne connais (1)/connais pas (0),UserA,UserB,UserC,UserD,UserE,UserF,UserG,UserH,UserI,UserJ,UserK,UserL,UserM,UserN,UserO,UserP,UserQ,UserR,UserS,UserT,UserU,UserV,UserW,UserX
Suika Game,Suika Game,Original,,https://downloads.khinsider.com/game-soundtracks/album/suika-game-android-ios-switch-gamerip-2021/01.%2520Original.mp3,,https://nu.vgmtreasurechest.com/soundtracks/suika-game-android-ios-switch-gamerip-2021/dzgmeahpvf/01.%20Original.mp3,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Super Mario,New Super Mario Bros,Wanted,,,,,4,0,1,1,,,,,1,1,,,,,,,,,,,,,,,,
Super Mario,New Super Mario Bros. Wii,Desert,,,,,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Super Mario,Super Mario 64,Main Theme,,,,https://lambda.vgmtreasurechest.com/soundtracks/super-mario-64-soundtrack/shhnuigj/05.%20Super%20Mario%2064%20Main%20Theme.mp3,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Super Mario,Super Mario 64,Opening,,,,https://lambda.vgmtreasurechest.com/soundtracks/super-mario-64-soundtrack/oqnpnthc/04.%20Opening.mp3,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Super Mario,Super Mario Maker,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Super Mario,Super Mario Odyssey,Bowser's Castle Main courtyard,,https://downloads.khinsider.com/game-soundtracks/album/super-mario-odyssey-original-soundtrack/2-29.%2520Bowser%2527s%2520Castle%2520-%2520Main%2520Courtyard.mp3,,,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Super Mario,Super Mario Odyssey,Caves,,https://downloads.khinsider.com/game-soundtracks/album/super-mario-odyssey-original-soundtrack/3-21.%2520Caves.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
Super Mario,Super Mario Odyssey,Jump Up Super Star !,,,,,6,0,1,1,,,,1,1,,,1,,,,,,,1,,,,,,,
Super Mario,Super Mario Odyssey,Shiveria Town,,https://downloads.khinsider.com/game-soundtracks/album/super-mario-odyssey-original-soundtrack/2-14.%2520Shiveria%2520Town.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
Super Mario,Super Mario Odyssey,Title SCreen,,https://downloads.khinsider.com/game-soundtracks/album/super-mario-odyssey-original-soundtrack/1-01.%2520Title%2520Screen.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
Super Mario,Super Mario Odyssey,You got a Moon 1,,https://downloads.khinsider.com/game-soundtracks/album/super-mario-odyssey-original-soundtrack/1-10.%2520You%2520Got%2520a%2520Moon%2521%25201.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
Super Reaktor,Super Reaktor,Trailer Theme,,,,https://www.youtube.com/watch?v=UDo2C_QKf_o,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Super Smash Bros,Melee,Brinstar,Metroid,,,,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Tekken,Tekken 4,Jet,Character select,https://downloads.khinsider.com/game-soundtracks/album/tekken-4-ps2-gamerip-2002/1-02%2520-%2520Jet.mp3,,,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Tekken,Tekken 4,Kitsch,,https://downloads.khinsider.com/game-soundtracks/album/tekken-4-ps2-gamerip-2002/1-08%2520-%2520Kitsch.mp3,,,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Teslagrad,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
The Messenger,The Messenger,Hills of Destiny,Autumn Hills (Past),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-i-the-past-2018/03%2520Hills%2520of%2520Destiny%2520%2528Autumn%2520Hills%2529.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
The Messenger,The Messenger,Impossible Ascent,Searing Crags (Past),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-i-the-past-2018/12%2520Impossible%2520Ascent%2520%2528Searing%2520Crags%2529.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
The Messenger,The Messenger,Quillshroom's Horrors ,Quillshroom Marsh (Past),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-i-the-past-2018/10%2520Quillshroom%2527s%2520Horrors%2520%2528Quillshroom%2520Marsh%2529.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
The Messenger,The Messenger,The Arcane Shoppe,Shop (Past),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-i-the-past-2018/18%2520The%2520Arcane%2520Shoppe.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
The Messenger,The Messenger,The Frozen Light,Glacial Peak (Past),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-i-the-past-2018/14%2520The%2520Frozen%2520Light%2520%2528Glacial%2520Peak%2529.mp3,,,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
The Messenger,The Messenger,The shopkeeper,Shop (Future),https://downloads.khinsider.com/game-soundtracks/album/the-messenger-disc-ii-the-future-2018/11%2520The%2520Shopkeeper.mp3,,https://nu.vgmtreasurechest.com/soundtracks/the-messenger-disc-ii-the-future-2018/ltjorrka/11%20The%20Shopkeeper.mp3,2,0,,,,,,,1,,,1,,,,,,,,,,,,,,
The Midnight Walk,The Midnight Walk,Gräns,,https://downloads.khinsider.com/game-soundtracks/album/the-midnight-walk-original-game-soundtrack-2025/30.%2520Gr%25C3%25A4ns.mp3,,https://lambda.vgmtreasurechest.com/soundtracks/the-midnight-walk-original-game-soundtrack-2025/mpwnejpvcv/30.%20Gr%C3%A4ns.mp3,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Undertale,Underfell : Stories from the sea,Sans theme,,,,https://www.youtube.com/watch?v=uMUCJdpEPQs,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Undertale,Undertale,Megalovania,,,,https://audio.jukehost.co.uk/vWAIpKb10Awx0PDh05N6XlXX1ukeEzvN,11,0,1,1,1,,,1,1,1,1,1,1,,1,,,,,,1,,,,,
Wii Sports,Wii Sports,Title Theme,,,,,8,0,1,1,1,,,1,1,1,,,1,,,,,,,,,,,,1,
Zelda,A Link Between Worlds,Ballad of the Goddess (version milk bar),,,,https://nu.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-a-link-between-worlds-original-soundtrack-2014/yzaycjrsps/2-42.%20Ballad%20of%20the%20Goddess%20%28Milk%20Bar%20Musicians%29.mp3,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Zelda,A Link Between Worlds,Lorule Castle,,,,https://nu.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-a-link-between-worlds-original-soundtrack-2014/ppcbtqychp/2-23.%20Lorule%20Castle.mp3,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Zelda,A Link Between Worlds,Sneaking into the Dark Palace,,,,https://nu.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-a-link-between-worlds-original-soundtrack-2014/jxwjacddqx/2-15.%20Sneaking%20into%20the%20Dark%20Palace.mp3,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Zelda,A Link To the Past,Sactuary Dungeon,,,,https://jetta.vgmtreasurechest.com/soundtracks/legend-of-zelda-the-a-link-to-the-past-snes/tutksjpa/16.%20Sanctuary%20Dungeon.mp3,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Zelda,Hyrule Warriors : Age of calamity,The knight who seals the darkness,,,,,1,0,,,,,,,1,,,,,,,,,,,,,,,,,
Zelda,Link's Awakening 2019,Mabe Village,,,,https://nu.vgmtreasurechest.com/soundtracks/legend-of-zelda-the-link-s-awakening-2019-remake-gamerip/saxnuktm/1-10%20Mabe%20Village.mp3,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
Zelda,Majora's Mask,Song of healing,,,,,2,0,,,1,,,,1,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Animal Crossing,Animal Crossing : New Horizons,Title Screen,AC/ACNH,,,,12,1,1,1,1,,,1,1,1,,0,1,1,,1,1,,,,1,,,,,
Mario Kart,Mario Kart 8 Deluxe,Champidrome,,,,,7,1,1,1,,,,0,1,1,,,1,1,,,,,,,,,,,,
Mario Kart,Mario Kart 8 Deluxe,Selection Screen,,,,,7,1,1,1,,,,1,1,0,,,1,1,,,,,,,,,,,,
Outer Wilds,Outer Wilds,Outer wilds,,,,https://lambda.vgmtreasurechest.com/soundtracks/outer-wilds-original-soundtrack/pjaaacjo/02.%20Outer%20Wilds.mp3,10,1,1,0,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,
Pacman,Pacman,Pacman,,,,https://audio.jukehost.co.uk/k2jHOUFZVPeW7TArfoyMFk20263j2H9e,7,1,1,1,,,,,1,1,,1,1,,,,,,,,,,,,0,
Sonic,Sonic,Green Hill Zone,,,,,10,1,1,0,1,,,1,1,1,1,1,1,,,,,,,,1,,,,,
Super Mario,Super Mario 64,File Select,,,,,8,1,1,1,1,,,1,1,1,,0,1,,,,,,,,,,,,,
Super Mario,Super Mario Galaxy 2,Prologue,,,,,7,1,1,1,,,,,1,1,,0,,,,,,,1,,,,,,1,
Super Mario,Super Mario Odyssey,New Donk City,,,,,7,1,1,1,,,,1,1,1,,1,,,,,,,0,,,,,,,
Super Smash Bros,Brawl,Main Theme,,,,https://audio.jukehost.co.uk/aOE452SlhObNx4WY2YVbFjJtl0Eh7q3t,10,1,1,1,,,,1,1,1,,0,1,,1,1,,,,,1,,,,,
Wii Sports,Wii Sports Resort,Title Theme,,,,,8,1,1,0,1,,,1,1,1,,1,1,,,,,,,,,,,,,
Yakuza,Yakuza 0,Baka Mitai,,,,https://audio.jukehost.co.uk/JnNHQvBTt2bQi6SQKOtUvePPa7YUPKWz,7,1,1,1,,,,,1,,,0,1,,,,1,,1,,,,,,,
Zelda,Breath of the wild,Main theme,,,,https://audio.jukehost.co.uk/4JE7qzM1tquUSTv5Cwf9cpd0ZYwyFMc6,11,1,1,1,1,,,1,1,1,1,0,1,,1,,,,,1,,,,,,
Angry Birds,Angry Birds,Title Theme,,,,,12,2,1,1,,1,,1,1,1,,,1,1,,1,1,,0,,,,,0,,
Celeste,Celeste,First Steps,,,,https://dn720306.ca.archive.org/0/items/official-celeste-original-soundtrack-06-checking-in/%5BOfficial%5D%20Celeste%20Original%20Soundtrack%20-%2016%20-%20Confronting%20Myself.mp3,10,2,0,1,1,,,1,1,1,1,,1,0,,,1,,,,,,,,,
Civilization,Civilization VI,Sogno Di Volare,Main Theme,,,https://ia600809.us.archive.org/2/items/christopher-tin-sogno-di-volare-the-dream-of-flight-civilization-vi-main-theme/Christopher%20Tin%20-%20Sogno%20di%20Volare%20%28The%20Dream%20of%20Flight%29%20%28Civilization%20VI%20Main%20Theme%29.mp3,12,2,1,1,1,,1,1,1,1,1,,1,0,,,0,,,,,,,,1,
Deltarune,Deltarune,Rude buster,,,,https://audio.jukehost.co.uk/0oubGAlEC9MBFjGlWhQul743H3oQ6Fmj,5,2,1,1,,,,,1,,,,0,,,,,,1,,,,,,,
Final Fantasy,Final Fantasy XIV,Prelude,,,,https://audio.jukehost.co.uk/q6OO0oFJoKvK4BgrQcNofoPIaIFqyPzv,5,2,1,0,,,,,1,,,,1,,,,,,1,,,,,,,
Five Nights at Freddy,FNAF,Music Box,Freddy Sound,,,,10,2,1,1,,,,1,1,1,,,0,1,1,,,,,,,,,1,0,
Kirby,Kirby Super Star,Green Greens,,,,,9,2,1,1,,,,1,1,1,,0,0,1,1,,,,,,,,,,,
League of Legends,League of Legends,Fire to the fuse,,,,,5,2,1,0,,,,,1,1,,1,,,,,,,,,,,,,,
Minecraft,Minecraft,Dry Hands,,,,https://vgmtreasurechest.com/soundtracks/minecraft-gamerip-2011/jtvbvnekbz/1-08.%20Dry%20Hands.mp3,10,2,1,0,1,1,1,1,0,1,1,,1,,,,,,,,,,,,,
Minecraft,Minecraft,Subwoofer Lullaby,,,,https://vgmtreasurechest.com/soundtracks/minecraft-gamerip-2011/xulrsqrqwj/1-02.%20Subwoofer%20Lullaby.mp3,5,2,1,0,1,,,,1,1,,,,,,,,,,,,,,,,
Minecraft,Minecraft,Sweden,,,,https://vgmtreasurechest.com/soundtracks/minecraft-gamerip-2011/czcabeqevb/1-12.%20Sweden.mp3,10,2,1,0,1,1,1,1,1,1,1,,0,,,,,,,,,,,,,
Minecraft,Minecraft,Wet Hands,,,,https://vgmtreasurechest.com/soundtracks/minecraft-gamerip-2011/tqsspcaowj/1-09.%20Wet%20Hands.mp3,12,2,1,1,1,1,1,1,0,1,1,,1,,,1,,,,,0,,,,,
Persona,Persona 4 : Dancing all night,Specialist,,https://downloads.khinsider.com/game-soundtracks/album/persona-4-dancing-all-night-the-complete-soundtrack/25.%2520Specialist%2520%2528Never%2520More%2520P4D-EDIT%2520ver.%2529.mp3,,https://jetta.vgmtreasurechest.com/soundtracks/persona-4-dancing-all-night-the-complete-soundtrack/wdbvxeaq/25.%20Specialist%20%28Never%20More%20P4D-EDIT%20ver.%29.mp3,6,2,1,0,,,,,1,1,,,,,,1,,,1,,,,,,,
Plants vs Zombies,Plants vs Zombies,Day Stage,,,,https://audio.jukehost.co.uk/avNKmwRyb75lekzHuFKNSOkSnUH9bu9n,5,2,1,1,,,,,1,1,,,0,,,,,,,,,,,,,
Plants vs Zombies,Plants vs Zombies,Main Menu,,,,https://audio.jukehost.co.uk/aaDpWbGwXYvnzHps14ioTxE6jKOrbN9t,6,2,1,1,,,,,1,1,,,0,,,,,,,1,,,,,,
Plants vs Zombies,Plants vs Zombies,Mini Games,,,,https://audio.jukehost.co.uk/5zG6fvWAJDif1tivZoXs8ahSHXQoYPq2,6,2,1,1,,,,1,1,1,,,0,,,,,,,,,,,,,
Pokemon,Gen 3,Title,,,,https://audio.jukehost.co.uk/tZGnya2JfTGHehqZA9yU8iI0poPiH3jY,6,2,1,0,,,,1,1,1,,,1,,,,,,,,,,,,,
Pokemon,Gen 5,Arabelle,,,,https://audio.jukehost.co.uk/wTF7nkhQZwHygyN63BN0LxxYvLYzjRWq,5,2,1,1,,,,,1,,,,1,,,,,,0,,,,,,,
Pokemon,Gen 5,Emotion,,,,https://audio.jukehost.co.uk/IWm2VAvStcbJcXfafDpERlr8PG9x004N,6,2,1,1,,,,0,1,1,,,1,,,,,,,,,,,,,
Pokemon,Gen 5,Port Youneve,Driftveil City,,,https://audio.jukehost.co.uk/Lx2mA69w9jFMFGkh5T5tXZFkhdvJYqxf,5,2,1,1,,,,,1,,,,1,,,,,,0,,,,,,,
Subway Surfers,Subway Surfers,Main Theme,Subway Surfer,,,,9,2,1,0,1,,,1,1,1,,,1,,,,,,,,,,0,,1,
Super Mario,Super Mario Bros.,Underground,,,,,9,2,1,1,,,,1,1,1,,0,1,,,1,,,,,,,,,0,
Super Mario,Super Mario Galaxy,Good Egg Galaxy,,,,https://audio.jukehost.co.uk/jPsWPnPPyydiQmW23All09UTPP8vElZ5,6,2,1,1,,,,,1,1,,0,,,,,,,1,,,,,,,
Super Mario,Super Mario Galaxy,Gusty Garden Galaxy,,,,,6,2,1,1,,,,1,1,,,0,,,,1,,,,,,,,,,
Super Mario,Super Mario Galaxy,Opening,,,,https://audio.jukehost.co.uk/RBDS5V3eJUeQI5eNLDLqP3PZ7EhDGfkq,5,2,1,1,,,,1,1,,,0,,,,,,,,,,,,,,
Super Mario,Super Mario Galaxy 2,Title,,,,,6,2,1,1,,,,,1,1,,0,,,,,,,1,,,,,,,
Super Smash Bros,Ultimate,Lifelight,,,,https://audio.jukehost.co.uk/kiAWccCFnmr5N6MH7CH9qDszUlBHouOa,13,2,1,1,1,,,1,1,1,1,1,1,,1,1,,,,0,0,,,,,
Supercell,Clash of Clans,Combat,,,,,5,2,1,0,,,,,1,1,,,,,,,,,,,1,,,,,
Supercell,Clash of Clans,Intro,,,,,5,2,1,0,,,,1,1,1,,,,,,,,,,,,,,,,
Team Fortress,Team Fortress 2,Main theme,,,,https://audio.jukehost.co.uk/lZLHzosNYrbRhJ4Z2vtOMiWFFjHWDYfV,6,2,1,0,,,,1,1,1,,,,,,,,,1,,,,,,,
Untitled Goose Game,Untitled Goose Game,Quack,,,,,6,2,1,0,,,,1,1,1,,,1,,,,,,,,,,,,,
Zelda,Breath of the wild,Kakariko Village (Day),,,,,9,2,0,1,1,,,1,1,1,1,0,1,,,,,,,,,,,,,
Zelda,Link's Awakening,Overworld,,,,https://audio.jukehost.co.uk/Iz6dnanXrVLD4kzKZGdS4h385ZkmHbEz,10,2,1,1,1,,,0,1,1,1,0,1,,1,,,,,,,,,,,
Zelda,Ocarina of time,Gerudo valley,,,,https://audio.jukehost.co.uk/1wFkgKbyD1SkiMAEgiDRewr869iCDoCz,12,2,1,1,1,,1,1,1,1,1,0,1,,1,,,,,,0,,,,,
Zelda,Ocarina of time,Song of Storms,,,,https://audio.jukehost.co.uk/nSGQjwDfWE7BMmOk1UIU2uUnfu80bFPj,10,2,1,1,1,,,0,1,1,1,0,1,,1,,,,,,,,,,,
Zelda,Spirit Tracks,Realm Overworld,,,,https://jetta.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-spirit-tracks/gzggnvqp/058.%20Overworld%20Adventure.mp3,10,2,1,1,1,,,1,1,1,1,0,0,,1,,,,,,,,,,,
Ace Attorney,Phoenix Wright: Ace Attorney,Cornered,,,,https://audio.jukehost.co.uk/GCPvOmkHdBEDjY4OAdRds3QaC50jZCQn,15,3,1,1,1,,,0,1,1,1,0,0,1,,1,1,,1,,,,1,,0,
Ace Attorney,Phoenix Wright: Ace Attorney,Objection,,,,https://audio.jukehost.co.uk/KFT3JYfQFMlU1TT4aSMUIIyysxfGCOk7,14,3,1,0,1,,,0,1,1,1,0,0,1,,1,1,,1,,,,1,,,
Angry Birds,Bad Piggies,Main Theme,,,,https://audio.jukehost.co.uk/Cly4nSycDbot03KacGRD59iC2iwnmX4F,15,3,1,0,1,0,,1,1,1,1,1,0,1,,1,1,,0,,,,1,,,
Celeste,Celeste,Reach for the Summit,,,,https://audio.jukehost.co.uk/JsBLSwloMXcMn9nMhpPDoAJ9Zo7J4NNO,7,3,0,1,1,,,,1,1,,,0,,,,,,1,,,,,,,
Celeste,Celeste,Reflection,,,,https://audio.jukehost.co.uk/E92dzGhFp8646cUUD6RxhBg6CVuS9IPB,7,3,0,1,1,,,,1,1,,,0,,,,,,1,,,,,,,
Clair Obscur: Expedition 33,Clair Obscur: Expedition 33,flying waters - goblu,goblu,,,https://www.youtube.com/watch?v=oeFkb3LsmlQ,4,3,,,0,,,,1,,,1,,,,1,,,,,,,,,,
Clair Obscur: Expedition 33,Clair Obscur: Expedition 33,"Simon, The Divergent Star",,,,https://www.youtube.com/watch?v=6aMIr6KI0Xc,4,3,,,0,,,,1,,,1,,,,1,,,,,,,,,,
Donkey Kong Country,Donkey Kong Country,Theme,,,,https://audio.jukehost.co.uk/kcXZ1RtYXhWVN2QpcLDzsJRD4E1hIUDD,12,3,1,1,1,1,,0,1,1,,0,1,1,,,0,,,,,,,,0,
Doom,Doom,At Doom's Gate,,,,https://audio.jukehost.co.uk/5aQJYrP6AtM5gsFrLuV3fTMFZTX2NHOf,8,3,0,1,,,,1,1,1,,,1,,,,,,1,,,,,,0,
Elden Ring,Elden Ring,Malenia,,,,https://audio.jukehost.co.uk/4Lk8hySg1bo8lyLYuaJ3gSqqcsFm8hrP,12,3,1,1,0,0,,,1,1,,1,1,0,,,1,,,,,,0,,1,
Geometry Dash,Geometry Dash,Stereo Madness,,,,https://lambda.vgmtreasurechest.com/soundtracks/geometry-dash-android-ios-macos-windows-gamerip-2013/czrmjkva/34.%20Stereo%20Madness.mp3,3,3,1,0,,,,,1,,,,,,,,,,,,,,,,,
Hades,Hades,Lament of Orpheus,,,,https://audio.jukehost.co.uk/h2tTeoHikGdmBQYVXyTLKV6gPxDXrFTC,11,3,1,1,0,,,1,1,1,1,0,1,0,,,,,,,,,,,1,
Kirby,Kirby Super Star,Gourmet Race,,,,,10,3,1,1,,,,1,1,0,,0,0,1,1,,,,,,,,,,1,
LEGO,Lego City Undercover,Lego City Undercover,,,,,3,3,,0,,,,,1,,,,,,,1,,,,,,,,,,
Luigi's Mansion,Luigi's Mansion,E. Gadd's Lab,Lab,,,https://audio.jukehost.co.uk/YB4y7wUFp2kMTrUWcXageHqqsBUkJ9Q8,11,3,1,1,,1,,1,1,0,,1,1,1,,,,,0,,,,,,0,
Luigi's Mansion,Luigi's Mansion 3,Title Theme,,,,https://audio.jukehost.co.uk/F2Pscjk8o5IWBUQ5tI6Wdh0rXJc0RZSc,11,3,1,1,,,,1,1,0,,1,1,1,,,,,,,,,1,0,0,
Mario Kart,Mario Kart 8 Deluxe,Sweet Sweet Canyon,,,,https://audio.jukehost.co.uk/nVI3I5cdGc0j3yhFBiHmZeMGmr3KX2tI,8,3,1,0,,,,1,1,1,,,1,1,,,,,,,,,,,0,
Mario Kart,Mario Kart DS,Luigi's Mansion,,,,https://audio.jukehost.co.uk/lBoLTZZ5pM9tPu9HlKNHu3RYOkvB28in,7,3,1,0,1,,,1,1,,,,0,1,,,,,,,,,,,,
Mario Kart,Mario Kart DS,Mario Circuit,,,,https://audio.jukehost.co.uk/JN33heZKJN61RMKNWisMlm8Uvz8puVVB,7,3,1,0,0,,,1,1,,,,1,1,,,,,,,,,,,,
Mario Kart,Mario Kart DS,Single Player Menu,,,,https://audio.jukehost.co.uk/sMtDZZG1CxhfbzDmykUeGhTFGwpHdON7,7,3,1,0,1,,,1,1,,,,0,1,,,,,,,,,,,,
